O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID),task_norm,occupation_norm,task_importance_weight,skill_list,skill_id_list,worker_rater_count,worker_desire_score,worker_time_score,core_skill_score,job_security_score,enjoyment_score,worker_physical_requirement,worker_interpersonal_requirement,worker_uncertainty_requirement,worker_domain_expertise_requirement,worker_human_agency_score,automation_desire_free_time_share,automation_desire_repetitive_share,automation_desire_human_error_share,automation_desire_stress_share,automation_desire_difficulty_share,automation_desire_scale_share,human_agency_physical_share,human_agency_control_share,human_agency_domain_knowledge_share,human_agency_empathy_share,human_agency_quality_oversight_share,human_agency_dynamic_share,human_agency_ethical_share,expert_rater_count,ai_capability_score,expert_physical_requirement,expert_uncertainty_requirement,expert_domain_expertise_requirement,expert_interpersonal_requirement,expert_human_agency_score,dwa_count,dwa_titles,anthropic_usage_pct,paper_count,recent_paper_count,company_count,recent_company_count,sector,human_agency_score,physical_requirement,uncertainty_requirement,domain_expertise_requirement,interpersonal_requirement,paper_count_log,company_count_log,recent_paper_count_log,recent_company_count_log,automation_reason_intensity,human_agency_reason_intensity,automation_exposure_index,worker_pull_index,human_complementarity_index,innovation_momentum_index,has_worker_signal,has_expert_signal,has_usage_signal,has_paper_signal,has_company_signal,paired_worker_expert_signal,signal_count,skill_shift_pressure,capability_desire_gap,desire_capability_gap,transition_type,mismatch_type
17-2199.05,Mechatronics Engineers,16468,Maintain technical project files.,Core,08/2022,5.0,5.0,3.76,98.28,,,['Documenting/Recording Information'],['4.A.3.b.6'],maintain technical project files,mechatronics engineers,35.68,['Documenting/Recording Information'],['4.A.3.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Maintain operational records or records systems.,,109.0,73.0,126.0,48.0,Architecture and Engineering,,,,,,4.700480365792417,4.844187086458591,4.30406509320417,3.8918202981106265,,,0.7964570624120131,,,0.8064289066166119,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.05,Mechatronics Engineers,23946,Identify materials appropriate for mechatronic system designs.,Core,08/2022,5.0,5.0,3.75,96.35,,,['Making Decisions and Solving Problems'],['4.A.2.b.1'],identify materials appropriate for mechatronic system designs,mechatronics engineers,35.03333333333333,['Making Decisions and Solving Problems'],['4.A.2.b.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Estimate technical or resource requirements for development or production projects. | Select project materials.,,62.0,40.0,122.0,44.0,Architecture and Engineering,,,,,,4.143134726391533,4.812184355372417,3.713572066704308,3.8066624897703196,,,0.7218442045987798,,,0.6955654622243079,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.05,Mechatronics Engineers,16471,"Research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication.",Core,08/2022,5.0,5.0,3.7,75.37,,,"['Getting Information', 'Making Decisions and Solving Problems']","['4.A.1.a.1', '4.A.2.b.1']","research, select, or apply sensors, communication technologies, or control devices for motion control, position sensing, pressure sensing, or electronic communication",mechatronics engineers,28.023333333333337,"['Getting Information', 'Making Decisions and Solving Problems']","['4.A.1.a.1', '4.A.2.b.1']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"Research engineering applications of emerging technologies. | Select tools, equipment, or technologies for use in operations or projects.",0.0065145731000247,248.0,181.0,124.0,45.0,Architecture and Engineering,,,,,,5.517452896464707,4.8283137373023015,5.204006687076795,3.828641396489095,,,0.7048773393212624,,,0.846785546691694,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.05,Mechatronics Engineers,16469,Analyze existing development or manufacturing procedures and suggest improvements.,Core,08/2022,3.0,3.0,3.51,85.82,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],analyze existing development or manufacturing procedures and suggest improvements,mechatronics engineers,30.776666666666667,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"Recommend technical design or process changes to improve efficiency, quality, or performance.",0.0109444828080415,90.0,58.0,125.0,46.0,Architecture and Engineering,,,,,,4.51085950651685,4.836281906951478,4.07753744390572,3.8501476017100584,,,0.708794169141424,,,0.7644298451431253,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.05,Mechatronics Engineers,23948,"Determine the feasibility, costs, or performance benefits of new mechatronic equipment.",Core,08/2022,3.0,3.0,3.42,72.73,,,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],"determine the feasibility, costs, or performance benefits of new mechatronic equipment",mechatronics engineers,26.383333333333336,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Estimate operational costs.,,80.0,43.0,123.0,45.0,Architecture and Engineering,,,,,,4.394449154672439,4.820281565605037,3.784189633918261,3.828641396489095,,,0.7566870014077898,,,0.7175035194744251,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.05,Mechatronics Engineers,16473,"Design, develop, or implement control circuits or algorithms for electromechanical or pneumatic devices or systems.",Supplemental,08/2022,3.0,3.0,3.37,59.83,,,['Thinking Creatively'],['4.A.2.b.2'],"design, develop, or implement control circuits or algorithms for electromechanical or pneumatic devices or systems",mechatronics engineers,22.066666666666666,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Design electromechanical equipment or systems.,0.0059934072520227,73.0,41.0,127.0,46.0,Architecture and Engineering,,,,,,4.30406509320417,4.852030263919617,3.7376696182833684,3.8501476017100584,,,0.6350428687359706,,,0.7198498357578602,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.05,Mechatronics Engineers,16481,"Design mechatronics components for computer-controlled products, such as cameras, video recorders, automobiles, or airplanes.",Supplemental,08/2022,3.0,3.0,3.18,31.93,,,['Thinking Creatively'],['4.A.2.b.2'],"design mechatronics components for computer-controlled products, such as cameras, video recorders, automobiles, or airplanes",mechatronics engineers,12.703333333333333,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Design electromechanical equipment or systems.,,105.0,64.0,125.0,46.0,Architecture and Engineering,,,,,,4.663439094112067,4.836281906951478,4.174387269895637,3.8501476017100584,,,0.7907085875175974,,,0.7736977944626935,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.06,Microsystems Engineers,16497,"Investigate characteristics such as cost, performance, or process capability of potential microelectromechanical systems (MEMS) device designs, using simulation or modeling software.",Core,07/2016,3.0,3.0,3.89,67.88,,,['Thinking Creatively'],['4.A.2.b.2'],"investigate characteristics such as cost, performance, or process capability of potential microelectromechanical systems (mems) device designs, using simulation or modeling software",microsystems engineers,24.923333333333332,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Create models of engineering designs or methods.,0.0310093679561178,110.0,81.0,76.0,34.0,Architecture and Engineering,,,,,,4.709530201312334,4.343805421853684,4.406719247264253,3.5553480614894135,,,0.6973681722625881,,,0.7078836227123416,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.06,Microsystems Engineers,16505,"Conduct analyses addressing issues such as failure, reliability, or yield improvement.",Core,07/2016,3.0,3.0,3.54,78.36,,,['Analyzing Data or Information'],['4.A.2.a.4'],"conduct analyses addressing issues such as failure, reliability, or yield improvement",microsystems engineers,28.3,['Analyzing Data or Information'],['4.A.2.a.4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Conduct quantitative failure analyses of operational data.,,115.0,87.0,77.0,34.0,Architecture and Engineering,,,,,,4.7535901911063645,4.356708826689592,4.477336814478207,3.5553480614894135,,,0.65415297982168,,,0.7145706241201314,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.06,Microsystems Engineers,16485,Plan or schedule engineering research or development projects involving microelectromechanical systems (MEMS) technology.,Core,07/2016,3.0,3.0,3.51,83.39,,,"['Thinking Creatively', 'Scheduling Work and Activities']","['4.A.2.b.2', '4.A.2.b.5']",plan or schedule engineering research or development projects involving microelectromechanical systems (mems) technology,microsystems engineers,29.96666666666667,"['Thinking Creatively', 'Scheduling Work and Activities']","['4.A.2.b.2', '4.A.2.b.5']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Devise research or testing protocols. | Schedule operational activities.,0.0027361207020103,79.0,54.0,76.0,34.0,Architecture and Engineering,,,,,,4.382026634673881,4.343805421853684,4.007333185232471,3.5553480614894135,,,0.4595395566770508,,,0.664946034725481,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.06,Microsystems Engineers,16502,"Develop formal documentation for microelectromechanical systems (MEMS) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",Core,07/2016,3.0,3.0,3.39,69.91,,,['Documenting/Recording Information'],['4.A.3.b.6'],"develop formal documentation for microelectromechanical systems (mems) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting",microsystems engineers,25.433333333333334,['Documenting/Recording Information'],['4.A.3.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Prepare procedural documents.,0.0104233169600396,40.0,32.0,87.0,40.0,Architecture and Engineering,,,,,,3.713572066704308,4.477336814478207,3.4965075614664802,3.713572066704308,,,0.5662611368852569,,,0.6362036602534021,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.06,Microsystems Engineers,16494,"Refine final microelectromechanical systems (MEMS) design to optimize design for target dimensions, physical tolerances, or processing constraints.",Supplemental,07/2016,3.0,3.0,3.9,64.29,,,['Thinking Creatively'],['4.A.2.b.2'],"refine final microelectromechanical systems (mems) design to optimize design for target dimensions, physical tolerances, or processing constraints",microsystems engineers,23.730000000000004,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"Design micro- or nano-scale materials, devices, or systems.",,17.0,12.0,76.0,34.0,Architecture and Engineering,,,,,,2.8903717578961645,4.343805421853684,2.5649493574615367,3.5553480614894135,,,0.39089629282027216,,,0.4458000938526513,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.07,Photonics Engineers,18195,Analyze system performance or operational requirements.,Core,08/2018,4.0,4.0,4.14,91.3,,,['Analyzing Data or Information'],['4.A.2.a.4'],analyze system performance or operational requirements,photonics engineers,33.14666666666667,['Analyzing Data or Information'],['4.A.2.a.4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"Analyze operational data to evaluate operations, processes or products.",0.3605164753553699,63.0,49.0,56.0,23.0,Architecture and Engineering,,,,,,4.1588830833596715,4.04305126783455,3.912023005428146,3.1780538303479458,,,0.6799738228644845,,,0.5626466447677146,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.07,Photonics Engineers,18205,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field.",Core,08/2018,4.0,4.0,3.78,100.0,,,['Updating and Using Relevant Knowledge'],['4.A.2.b.3'],"read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field",photonics engineers,35.92666666666667,['Updating and Using Relevant Knowledge'],['4.A.2.b.3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Update technical knowledge.,,54.0,45.0,56.0,24.0,Architecture and Engineering,,,,,,4.007333185232471,4.04305126783455,3.828641396489095,3.2188758248682006,,,0.507038948850305,,,0.5605349601126232,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.07,Photonics Engineers,18198,Determine applications of photonics appropriate to meet product objectives or features.,Core,08/2018,3.0,3.0,3.65,100.0,,,"['Identifying Objects, Actions, and Events']",['4.A.1.b.1'],determine applications of photonics appropriate to meet product objectives or features,photonics engineers,35.550000000000004,"['Identifying Objects, Actions, and Events']",['4.A.1.b.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Identify new applications for existing technologies.,0.0029967036260113,30.0,18.0,54.0,22.0,Architecture and Engineering,,,,,,3.4339872044851463,4.007333185232471,2.9444389791664403,3.1354942159291497,,,0.3338157749232362,,,0.4019239793524167,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.07,Photonics Engineers,18193,Conduct research on new photonics technologies.,Core,08/2018,3.0,3.0,3.64,95.65,,,['Getting Information'],['4.A.1.a.1'],conduct research on new photonics technologies,photonics engineers,34.09666666666667,['Getting Information'],['4.A.1.a.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Research advanced engineering designs or applications.,0.0045602011700173,29.0,22.0,56.0,24.0,Architecture and Engineering,,,,,,3.4011973816621555,4.04305126783455,3.1354942159291497,3.2188758248682006,,,0.37921150403553033,,,0.4543641482871891,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.07,Photonics Engineers,21056,"Document photonics system or component design processes, including objectives, issues, or outcomes.",Core,08/2018,3.0,3.0,3.55,95.65,,,['Documenting/Recording Information'],['4.A.3.b.6'],"document photonics system or component design processes, including objectives, issues, or outcomes",photonics engineers,34.06666666666667,['Documenting/Recording Information'],['4.A.3.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Prepare research or technical reports. | Write reports or evaluations.,,15.0,13.0,65.0,28.0,Architecture and Engineering,,,,,,2.772588722239781,4.189654742026425,2.6390573296152584,3.367295829986474,,,0.34045049272641953,,,0.40990145471609574,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.07,Photonics Engineers,19664,"Design photonics products, such as light sources, displays, or photovoltaics, to achieve increased energy efficiency.",Core,08/2018,3.0,3.0,3.41,73.91,,,['Thinking Creatively'],['4.A.2.b.2'],"design photonics products, such as light sources, displays, or photovoltaics, to achieve increased energy efficiency",photonics engineers,26.77333333333333,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Design electronic or computer equipment or instrumentation.,,49.0,41.0,54.0,22.0,Architecture and Engineering,,,,,,3.912023005428146,4.007333185232471,3.7376696182833684,3.1354942159291497,,,0.48568747067104645,,,0.5297982167996246,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16512,"Review or approve designs, calculations, or cost estimates.",Core,08/2018,4.0,4.0,4.11,96.67,,,['Analyzing Data or Information'],['4.A.2.a.4'],"review or approve designs, calculations, or cost estimates",robotics engineers,34.92666666666667,['Analyzing Data or Information'],['4.A.2.a.4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Evaluate designs or specifications to ensure quality.,0.0091204023400346,430.0,303.0,130.0,47.0,Architecture and Engineering,,,,,,6.066108090103747,4.875197323201151,5.717027701406222,3.871201010907891,,,0.7586301370909535,,,0.8883153449084937,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16517,Process or interpret signals or sensor data.,Core,08/2018,4.0,4.0,4.04,93.33,,,['Analyzing Data or Information'],['4.A.2.a.4'],process or interpret signals or sensor data,robotics engineers,33.79,['Analyzing Data or Information'],['4.A.2.a.4'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Interpret design or operational test results.,,356.0,243.0,132.0,47.0,Architecture and Engineering,,,,,,5.877735781779639,4.890349128221754,5.497168225293202,3.871201010907891,,,0.8774049741905209,,,0.8790473955889254,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16521,Debug robotics programs.,Core,08/2018,3.0,3.0,3.92,80.0,,,['Working with Computers'],['4.A.3.b.1'],debug robotics programs,robotics engineers,28.973333333333333,['Working with Computers'],['4.A.3.b.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Program robotic equipment.,0.0171984729840653,450.0,314.0,133.0,47.0,Architecture and Engineering,,,,,,6.111467339502679,4.897839799950911,5.752572638825633,3.871201010907891,,,0.8175639297178482,,,0.8900750821210699,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16516,Create back-ups of robot programs or parameters.,Core,08/2018,5.0,5.0,3.85,86.67,,,['Documenting/Recording Information'],['4.A.3.b.6'],create back-ups of robot programs or parameters,robotics engineers,31.84,['Documenting/Recording Information'],['4.A.3.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Maintain operational records or records systems.,,460.0,329.0,129.0,46.0,Architecture and Engineering,,,,,,6.133398042996649,4.867534450455582,5.799092654460526,3.8501476017100584,,,0.8805725011731582,,,0.8825668700140779,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16511,Provide technical support for robotic systems.,Core,08/2018,5.0,5.0,3.81,86.67,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],provide technical support for robotic systems,robotics engineers,31.826666666666668,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Advise customers on the use of products or services.,0.0071660304100272,480.0,335.0,131.0,47.0,Architecture and Engineering,,,,,,6.175867270105761,4.882801922586371,5.817111159963204,3.871201010907891,,,0.7403120629305519,,,0.8931252932895355,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16523,Conduct research on robotic technology to create new robotic systems or system capabilities.,Core,08/2018,3.0,3.0,3.74,90.0,,,['Getting Information'],['4.A.1.a.1'],conduct research on robotic technology to create new robotic systems or system capabilities,robotics engineers,32.24666666666666,['Getting Information'],['4.A.1.a.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Research advanced engineering designs or applications.,,467.0,330.0,132.0,49.0,Architecture and Engineering,,,,,,6.148468295917647,4.890349128221754,5.802118375377063,3.912023005428146,,,0.8874941342092915,,,0.9059127170342562,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16525,"Conduct research into the feasibility, design, operation, or performance of robotic mechanisms, components, or systems, such as planetary rovers, multiple mobile robots, reconfigurable robots, or man-machine interactions.",Core,08/2018,3.0,3.0,3.61,76.67,,,['Getting Information'],['4.A.1.a.1'],"conduct research into the feasibility, design, operation, or performance of robotic mechanisms, components, or systems, such as planetary rovers, multiple mobile robots, reconfigurable robots, or man-machine interactions",robotics engineers,27.76,['Getting Information'],['4.A.1.a.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Research advanced engineering designs or applications.,,466.0,323.0,132.0,49.0,Architecture and Engineering,,,,,,6.1463292576688975,4.890349128221754,5.780743515792329,3.912023005428146,,,0.8872595025809479,,,0.9043876114500234,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16514,"Document robotic application development, maintenance, or changes.",Core,08/2018,3.0,3.0,3.6,83.33,,,['Documenting/Recording Information'],['4.A.3.b.6'],"document robotic application development, maintenance, or changes",robotics engineers,29.976666666666663,['Documenting/Recording Information'],['4.A.3.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Prepare operational reports.,0.0054722414040207,249.0,156.0,140.0,52.0,Architecture and Engineering,,,,,,5.521460917862246,4.948759890378168,5.056245805348308,3.970291913552122,,,0.7022325051419372,,,0.8893711872360395,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16515,Write algorithms or programming code for ad hoc robotic applications.,Core,08/2018,3.0,3.0,3.41,73.33,,,['Working with Computers'],['4.A.3.b.1'],write algorithms or programming code for ad hoc robotic applications,robotics engineers,26.58,['Working with Computers'],['4.A.3.b.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Program robotic equipment.,0.0158955583640604,34.0,0.0,138.0,49.0,Architecture and Engineering,,,,,,3.5553480614894135,4.9344739331306915,0.0,3.912023005428146,,,0.6626234967389355,,,0.429023932426091,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16513,Make system device lists or event timing charts.,Core,08/2018,3.0,3.0,3.18,93.33,,,['Documenting/Recording Information'],['4.A.3.b.6'],make system device lists or event timing charts,robotics engineers,33.169999999999995,['Documenting/Recording Information'],['4.A.3.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Document technical design details.,,18.0,1.0,129.0,46.0,Architecture and Engineering,,,,,,2.9444389791664403,4.867534450455582,0.6931471805599453,3.8501476017100584,,,0.5498592210229939,,,0.4156499296105115,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.08,Robotics Engineers,16518,Plan mobile robot paths and teach path plans to robots.,Supplemental,08/2018,3.0,3.0,3.32,66.67,,,['Working with Computers'],['4.A.3.b.1'],plan mobile robot paths and teach path plans to robots,robotics engineers,24.330000000000002,['Working with Computers'],['4.A.3.b.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Program robotic equipment.,,315.0,228.0,130.0,47.0,Architecture and Engineering,,,,,,5.755742213586912,4.875197323201151,5.43372200355424,3.871201010907891,,,0.8681370248709526,,,0.8757625527921165,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.09,Nanosystems Engineers,16540,"Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",Core,08/2023,5.0,5.0,4.28,90.48,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],"provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems",nanosystems engineers,33.25333333333334,['Providing Consultation and Advice to Others'],['4.A.4.b.6'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Provide technical guidance to other personnel.,0.0112050657320425,49.0,33.0,57.0,28.0,Architecture and Engineering,,,,,,3.912023005428146,4.060443010546419,3.5263605246161616,3.367295829986474,,,0.5246258165075622,,,0.5541999061473486,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.09,Nanosystems Engineers,16546,"Conduct research related to a range of nanotechnology topics, such as packaging, heat transfer, fluorescence detection, nanoparticle dispersion, hybrid systems, liquid systems, nanocomposites, nanofabrication, optoelectronics, or nanolithography.",Core,08/2023,5.0,5.0,4.05,100.0,,,['Getting Information'],['4.A.1.a.1'],"conduct research related to a range of nanotechnology topics, such as packaging, heat transfer, fluorescence detection, nanoparticle dispersion, hybrid systems, liquid systems, nanocomposites, nanofabrication, optoelectronics, or nanolithography",nanosystems engineers,36.35,['Getting Information'],['4.A.1.a.1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Research engineering applications of emerging technologies.,0.0024755377780094,2.0,0.0,57.0,28.0,Architecture and Engineering,,,,,,1.0986122886681098,4.060443010546419,0.0,3.367295829986474,,,0.1683661941756733,,,0.26830126701079304,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.09,Nanosystems Engineers,16537,"Prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",Core,08/2023,3.0,3.0,3.81,100.0,,,"['Documenting/Recording Information', 'Interpreting the Meaning of Information for Others']","['4.A.3.b.6', '4.A.4.a.1']","prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations",nanosystems engineers,35.60333333333333,"['Documenting/Recording Information', 'Interpreting the Meaning of Information for Others']","['4.A.3.b.6', '4.A.4.a.1']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"Explain engineering drawings, specifications, or other technical information. | Prepare operational reports.",0.0155046839780589,58.0,44.0,69.0,34.0,Architecture and Engineering,,,,,,4.07753744390572,4.248495242049359,3.8066624897703196,3.5553480614894135,,,0.5856627947195756,,,0.6401923979352416,False,False,True,True,True,False,3,,,,Insufficient signal,Missing worker/expert pair
17-2199.09,Nanosystems Engineers,19671,"Design nano-enabled products with reduced toxicity, increased durability, or improved energy efficiency.",Core,08/2023,4.0,4.0,3.25,76.19,,,['Thinking Creatively'],['4.A.2.b.2'],"design nano-enabled products with reduced toxicity, increased durability, or improved energy efficiency",nanosystems engineers,27.813333333333333,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"Design micro- or nano-scale materials, devices, or systems.",,27.0,21.0,31.0,14.0,Architecture and Engineering,,,,,,3.332204510175204,3.4657359027997265,3.091042453358316,2.70805020110221,,,0.2990380103237916,,,0.33822149225715625,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.10,Wind Energy Engineers,16559,"Create or maintain wind farm layouts, schematics, or other visual documentation for wind farms.",Core,07/2012,3.0,3.0,3.88,72.95,,,['Thinking Creatively'],['4.A.2.b.2'],"create or maintain wind farm layouts, schematics, or other visual documentation for wind farms",wind energy engineers,26.61,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Create graphical representations of energy production systems.,,28.0,22.0,29.0,12.0,Architecture and Engineering,,,,,,3.367295829986474,3.4011973816621555,3.1354942159291497,2.5649493574615367,,,0.2998592210229939,,,0.32214922571562643,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.10,Wind Energy Engineers,16560,"Create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines.",Core,07/2012,3.0,3.0,3.54,67.99,,,['Thinking Creatively'],['4.A.2.b.2'],"create models to optimize the layout of wind farm access roads, crane pads, crane paths, collection systems, substations, switchyards, or transmission lines",wind energy engineers,24.843333333333334,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Create graphical representations of energy production systems.,,52.0,42.0,30.0,13.0,Architecture and Engineering,,,,,,3.970291913552122,3.4339872044851463,3.7612001156935624,2.6390573296152584,,,0.39816987329892073,,,0.4307836696386673,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
17-2199.10,Wind Energy Engineers,16557,"Develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, or pad transformers.",Supplemental,07/2012,3.0,3.0,3.43,48.15,,,['Thinking Creatively'],['4.A.2.b.2'],"develop specifications for wind technology components, such as gearboxes, blades, generators, frequency converters, or pad transformers",wind energy engineers,18.19333333333333,['Thinking Creatively'],['4.A.2.b.2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Determine design criteria or specifications.,,19.0,12.0,29.0,12.0,Architecture and Engineering,,,,,,2.995732273553991,3.4011973816621555,2.5649493574615367,2.5649493574615367,,,0.2390896292820272,,,0.2315814171750352,False,False,False,True,True,False,2,,,,Insufficient signal,Missing worker/expert pair
